#,"Register Name","Register Address","Field Name","Field Bit Position","Default Value",Property,"No Test","Read Data",Result
FIELD,,,reg385_f4,[18:6],3072,,,,
FIELD,,,reg385_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg386,0x00000c10,,,,,,,
FIELD,,,reg386_f1,31,0,,,,
FIELD,,,reg386_f2,30,1,,,,
FIELD,,,reg386_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg387,0x00000c18,,,,,,,
FIELD,,,reg387_f1,[31:24],0,WO,,,
FIELD,,,reg387_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg388,0x00000c20,,,,,,,
FIELD,,,reg388_f1,[31:22],0,,,,
FIELD,,,reg388_f2,[21:12],0,,,,
FIELD,,,reg388_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg389,0x00000c28,,,,,,,
FIELD,,,reg389_f1,31,1,,,,
FIELD,,,reg389_f2,30,1,,,,
FIELD,,,reg389_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg390,0x00000c30,,,,,,,
FIELD,,,reg390_f1,[31:30],2'b0,RO,,,
FIELD,,,reg390_f2,29,1,RO,,,
FIELD,,,reg390_f3,28,1,RO,,,
FIELD,,,reg390_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg391,0x00000c38,,,,,,,
FIELD,,,reg391_f1,[31:28],4'b0,,,,
FIELD,,,reg391_f2,27,1'b0,,,,
FIELD,,,reg391_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg392,0x00000c40,,,,,,,
FIELD,,,reg392_f1,[31:30],1'b1,RO,,,
FIELD,,,reg392_f2,[29:15],0,,,,
FIELD,,,reg392_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg393,0x00000c48,,,,,,,
FIELD,,,reg393_f1,[31:16],1'b1,,,,
FIELD,,,reg393_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg394,0x00000c50,,,,,,,
FIELD,,,reg394_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg395,0x00000c58,,,,,,,
FIELD,,,reg395_f1,31,0,,,,
FIELD,,,reg395_f2,[28:26],2,,,,
FIELD,,,reg395_f3,[25:19],83,,,,
FIELD,,,reg395_f4,[18:6],3072,,,,
FIELD,,,reg395_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg396,0x00000c60,,,,,,,
FIELD,,,reg396_f1,31,0,,,,
FIELD,,,reg396_f2,30,1,,,,
FIELD,,,reg396_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg397,0x00000c68,,,,,,,
FIELD,,,reg397_f1,[31:24],0,WO,,,
FIELD,,,reg397_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg398,0x00000c70,,,,,,,
FIELD,,,reg398_f1,[31:22],0,,,,
FIELD,,,reg398_f2,[21:12],0,,,,
FIELD,,,reg398_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg399,0x00000c78,,,,,,,
FIELD,,,reg399_f1,31,1,,,,
FIELD,,,reg399_f2,30,1,,,,
FIELD,,,reg399_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg400,0x00000c80,,,,,,,
FIELD,,,reg400_f1,[31:30],2'b0,RO,,,
FIELD,,,reg400_f2,29,1,RO,,,
FIELD,,,reg400_f3,28,1,RO,,,
FIELD,,,reg400_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg401,0x00000c88,,,,,,,
FIELD,,,reg401_f1,[31:28],4'b0,,,,
FIELD,,,reg401_f2,27,1'b0,,,,
FIELD,,,reg401_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg402,0x00000c90,,,,,,,
FIELD,,,reg402_f1,[31:30],1'b1,RO,,,
FIELD,,,reg402_f2,[29:15],0,,,,
FIELD,,,reg402_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg403,0x00000c98,,,,,,,
FIELD,,,reg403_f1,[31:16],1'b1,,,,
FIELD,,,reg403_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg404,0x00000ca0,,,,,,,
FIELD,,,reg404_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg405,0x00000ca8,,,,,,,
FIELD,,,reg405_f1,31,0,,,,
FIELD,,,reg405_f2,[28:26],2,,,,
FIELD,,,reg405_f3,[25:19],83,,,,
FIELD,,,reg405_f4,[18:6],3072,,,,
FIELD,,,reg405_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg406,0x00000cb0,,,,,,,
FIELD,,,reg406_f1,31,0,,,,
FIELD,,,reg406_f2,30,1,,,,
FIELD,,,reg406_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg407,0x00000cb8,,,,,,,
FIELD,,,reg407_f1,[31:24],0,WO,,,
FIELD,,,reg407_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg408,0x00000cc0,,,,,,,
FIELD,,,reg408_f1,[31:22],0,,,,
FIELD,,,reg408_f2,[21:12],0,,,,
FIELD,,,reg408_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg409,0x00000cc8,,,,,,,
FIELD,,,reg409_f1,31,1,,,,
FIELD,,,reg409_f2,30,1,,,,
FIELD,,,reg409_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg410,0x00000cd0,,,,,,,
FIELD,,,reg410_f1,[31:30],2'b0,RO,,,
FIELD,,,reg410_f2,29,1,RO,,,
FIELD,,,reg410_f3,28,1,RO,,,
FIELD,,,reg410_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg411,0x00000cd8,,,,,,,
FIELD,,,reg411_f1,[31:28],4'b0,,,,
FIELD,,,reg411_f2,27,1'b0,,,,
FIELD,,,reg411_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg412,0x00000ce0,,,,,,,
FIELD,,,reg412_f1,[31:30],1'b1,RO,,,
FIELD,,,reg412_f2,[29:15],0,,,,
FIELD,,,reg412_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg413,0x00000ce8,,,,,,,
FIELD,,,reg413_f1,[31:16],1'b1,,,,
FIELD,,,reg413_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg414,0x00000cf0,,,,,,,
FIELD,,,reg414_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg415,0x00000cf8,,,,,,,
FIELD,,,reg415_f1,31,0,,,,
FIELD,,,reg415_f2,[28:26],2,,,,
FIELD,,,reg415_f3,[25:19],83,,,,
FIELD,,,reg415_f4,[18:6],3072,,,,
FIELD,,,reg415_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg416,0x00000d00,,,,,,,
FIELD,,,reg416_f1,31,0,,,,
FIELD,,,reg416_f2,30,1,,,,
FIELD,,,reg416_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg417,0x00000d08,,,,,,,
FIELD,,,reg417_f1,[31:24],0,WO,,,
FIELD,,,reg417_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg418,0x00000d10,,,,,,,
FIELD,,,reg418_f1,[31:22],0,,,,
FIELD,,,reg418_f2,[21:12],0,,,,
FIELD,,,reg418_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg419,0x00000d18,,,,,,,
FIELD,,,reg419_f1,31,1,,,,
FIELD,,,reg419_f2,30,1,,,,
FIELD,,,reg419_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg420,0x00000d20,,,,,,,
FIELD,,,reg420_f1,[31:30],2'b0,RO,,,
FIELD,,,reg420_f2,29,1,RO,,,
FIELD,,,reg420_f3,28,1,RO,,,
FIELD,,,reg420_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg421,0x00000d28,,,,,,,
FIELD,,,reg421_f1,[31:28],4'b0,,,,
FIELD,,,reg421_f2,27,1'b0,,,,
FIELD,,,reg421_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg422,0x00000d30,,,,,,,
FIELD,,,reg422_f1,[31:30],1'b1,RO,,,
FIELD,,,reg422_f2,[29:15],0,,,,
FIELD,,,reg422_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg423,0x00000d38,,,,,,,
FIELD,,,reg423_f1,[31:16],1'b1,,,,
FIELD,,,reg423_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg424,0x00000d40,,,,,,,
FIELD,,,reg424_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg425,0x00000d48,,,,,,,
FIELD,,,reg425_f1,31,0,,,,
FIELD,,,reg425_f2,[28:26],2,,,,
FIELD,,,reg425_f3,[25:19],83,,,,
FIELD,,,reg425_f4,[18:6],3072,,,,
FIELD,,,reg425_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg426,0x00000d50,,,,,,,
FIELD,,,reg426_f1,31,0,,,,
FIELD,,,reg426_f2,30,1,,,,
FIELD,,,reg426_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg427,0x00000d58,,,,,,,
FIELD,,,reg427_f1,[31:24],0,WO,,,
FIELD,,,reg427_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg428,0x00000d60,,,,,,,
FIELD,,,reg428_f1,[31:22],0,,,,
FIELD,,,reg428_f2,[21:12],0,,,,
FIELD,,,reg428_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg429,0x00000d68,,,,,,,
FIELD,,,reg429_f1,31,1,,,,
FIELD,,,reg429_f2,30,1,,,,
FIELD,,,reg429_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg430,0x00000d70,,,,,,,
FIELD,,,reg430_f1,[31:30],2'b0,RO,,,
FIELD,,,reg430_f2,29,1,RO,,,
FIELD,,,reg430_f3,28,1,RO,,,
FIELD,,,reg430_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg431,0x00000d78,,,,,,,
FIELD,,,reg431_f1,[31:28],4'b0,,,,
FIELD,,,reg431_f2,27,1'b0,,,,
FIELD,,,reg431_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg432,0x00000d80,,,,,,,
FIELD,,,reg432_f1,[31:30],1'b1,RO,,,
FIELD,,,reg432_f2,[29:15],0,,,,
FIELD,,,reg432_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg433,0x00000d88,,,,,,,
FIELD,,,reg433_f1,[31:16],1'b1,,,,
FIELD,,,reg433_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg434,0x00000d90,,,,,,,
FIELD,,,reg434_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg435,0x00000d98,,,,,,,
FIELD,,,reg435_f1,31,0,,,,
FIELD,,,reg435_f2,[28:26],2,,,,
FIELD,,,reg435_f3,[25:19],83,,,,
FIELD,,,reg435_f4,[18:6],3072,,,,
FIELD,,,reg435_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg436,0x00000da0,,,,,,,
FIELD,,,reg436_f1,31,0,,,,
FIELD,,,reg436_f2,30,1,,,,
FIELD,,,reg436_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg437,0x00000da8,,,,,,,
FIELD,,,reg437_f1,[31:24],0,WO,,,
FIELD,,,reg437_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg438,0x00000db0,,,,,,,
FIELD,,,reg438_f1,[31:22],0,,,,
FIELD,,,reg438_f2,[21:12],0,,,,
FIELD,,,reg438_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg439,0x00000db8,,,,,,,
FIELD,,,reg439_f1,31,1,,,,
FIELD,,,reg439_f2,30,1,,,,
FIELD,,,reg439_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg440,0x00000dc0,,,,,,,
FIELD,,,reg440_f1,[31:30],2'b0,RO,,,
FIELD,,,reg440_f2,29,1,RO,,,
FIELD,,,reg440_f3,28,1,RO,,,
FIELD,,,reg440_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg441,0x00000dc8,,,,,,,
FIELD,,,reg441_f1,[31:28],4'b0,,,,
FIELD,,,reg441_f2,27,1'b0,,,,
FIELD,,,reg441_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg442,0x00000dd0,,,,,,,
FIELD,,,reg442_f1,[31:30],1'b1,RO,,,
FIELD,,,reg442_f2,[29:15],0,,,,
FIELD,,,reg442_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg443,0x00000dd8,,,,,,,
FIELD,,,reg443_f1,[31:16],1'b1,,,,
FIELD,,,reg443_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg444,0x00000de0,,,,,,,
FIELD,,,reg444_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg445,0x00000de8,,,,,,,
FIELD,,,reg445_f1,31,0,,,,
FIELD,,,reg445_f2,[28:26],2,,,,
FIELD,,,reg445_f3,[25:19],83,,,,
FIELD,,,reg445_f4,[18:6],3072,,,,
FIELD,,,reg445_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg446,0x00000df0,,,,,,,
FIELD,,,reg446_f1,31,0,,,,
FIELD,,,reg446_f2,30,1,,,,
FIELD,,,reg446_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg447,0x00000df8,,,,,,,
FIELD,,,reg447_f1,[31:24],0,WO,,,
FIELD,,,reg447_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg448,0x00000e00,,,,,,,
FIELD,,,reg448_f1,[31:22],0,,,,
FIELD,,,reg448_f2,[21:12],0,,,,
FIELD,,,reg448_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg449,0x00000e08,,,,,,,
FIELD,,,reg449_f1,31,1,,,,
FIELD,,,reg449_f2,30,1,,,,
FIELD,,,reg449_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg450,0x00000e10,,,,,,,
FIELD,,,reg450_f1,[31:30],2'b0,RO,,,
FIELD,,,reg450_f2,29,1,RO,,,
FIELD,,,reg450_f3,28,1,RO,,,
FIELD,,,reg450_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg451,0x00000e18,,,,,,,
FIELD,,,reg451_f1,[31:28],4'b0,,,,
FIELD,,,reg451_f2,27,1'b0,,,,
FIELD,,,reg451_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg452,0x00000e20,,,,,,,
FIELD,,,reg452_f1,[31:30],1'b1,RO,,,
FIELD,,,reg452_f2,[29:15],0,,,,
FIELD,,,reg452_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg453,0x00000e28,,,,,,,
FIELD,,,reg453_f1,[31:16],1'b1,,,,
FIELD,,,reg453_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg454,0x00000e30,,,,,,,
FIELD,,,reg454_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg455,0x00000e38,,,,,,,
FIELD,,,reg455_f1,31,0,,,,
FIELD,,,reg455_f2,[28:26],2,,,,
FIELD,,,reg455_f3,[25:19],83,,,,
FIELD,,,reg455_f4,[18:6],3072,,,,
FIELD,,,reg455_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg456,0x00000e40,,,,,,,
FIELD,,,reg456_f1,31,0,,,,
FIELD,,,reg456_f2,30,1,,,,
FIELD,,,reg456_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg457,0x00000e48,,,,,,,
FIELD,,,reg457_f1,[31:24],0,WO,,,
FIELD,,,reg457_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg458,0x00000e50,,,,,,,
FIELD,,,reg458_f1,[31:22],0,,,,
FIELD,,,reg458_f2,[21:12],0,,,,
FIELD,,,reg458_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg459,0x00000e58,,,,,,,
FIELD,,,reg459_f1,31,1,,,,
FIELD,,,reg459_f2,30,1,,,,
FIELD,,,reg459_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg460,0x00000e60,,,,,,,
FIELD,,,reg460_f1,[31:30],2'b0,RO,,,
FIELD,,,reg460_f2,29,1,RO,,,
FIELD,,,reg460_f3,28,1,RO,,,
FIELD,,,reg460_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg461,0x00000e68,,,,,,,
FIELD,,,reg461_f1,[31:28],4'b0,,,,
FIELD,,,reg461_f2,27,1'b0,,,,
FIELD,,,reg461_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg462,0x00000e70,,,,,,,
FIELD,,,reg462_f1,[31:30],1'b1,RO,,,
FIELD,,,reg462_f2,[29:15],0,,,,
FIELD,,,reg462_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg463,0x00000e78,,,,,,,
FIELD,,,reg463_f1,[31:16],1'b1,,,,
FIELD,,,reg463_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg464,0x00000e80,,,,,,,
FIELD,,,reg464_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg465,0x00000e88,,,,,,,
FIELD,,,reg465_f1,31,0,,,,
FIELD,,,reg465_f2,[28:26],2,,,,
FIELD,,,reg465_f3,[25:19],83,,,,
FIELD,,,reg465_f4,[18:6],3072,,,,
FIELD,,,reg465_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg466,0x00000e90,,,,,,,
FIELD,,,reg466_f1,31,0,,,,
FIELD,,,reg466_f2,30,1,,,,
FIELD,,,reg466_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg467,0x00000e98,,,,,,,
FIELD,,,reg467_f1,[31:24],0,WO,,,
FIELD,,,reg467_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg468,0x00000ea0,,,,,,,
FIELD,,,reg468_f1,[31:22],0,,,,
FIELD,,,reg468_f2,[21:12],0,,,,
FIELD,,,reg468_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg469,0x00000ea8,,,,,,,
FIELD,,,reg469_f1,31,1,,,,
FIELD,,,reg469_f2,30,1,,,,
FIELD,,,reg469_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg470,0x00000eb0,,,,,,,
FIELD,,,reg470_f1,[31:30],2'b0,RO,,,
FIELD,,,reg470_f2,29,1,RO,,,
FIELD,,,reg470_f3,28,1,RO,,,
FIELD,,,reg470_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg471,0x00000eb8,,,,,,,
FIELD,,,reg471_f1,[31:28],4'b0,,,,
FIELD,,,reg471_f2,27,1'b0,,,,
FIELD,,,reg471_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg472,0x00000ec0,,,,,,,
FIELD,,,reg472_f1,[31:30],1'b1,RO,,,
FIELD,,,reg472_f2,[29:15],0,,,,
FIELD,,,reg472_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg473,0x00000ec8,,,,,,,
FIELD,,,reg473_f1,[31:16],1'b1,,,,
FIELD,,,reg473_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg474,0x00000ed0,,,,,,,
FIELD,,,reg474_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg475,0x00000ed8,,,,,,,
FIELD,,,reg475_f1,31,0,,,,
FIELD,,,reg475_f2,[28:26],2,,,,
FIELD,,,reg475_f3,[25:19],83,,,,
FIELD,,,reg475_f4,[18:6],3072,,,,
FIELD,,,reg475_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg476,0x00000ee0,,,,,,,
FIELD,,,reg476_f1,31,0,,,,
FIELD,,,reg476_f2,30,1,,,,
FIELD,,,reg476_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg477,0x00000ee8,,,,,,,
FIELD,,,reg477_f1,[31:24],0,WO,,,
FIELD,,,reg477_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg478,0x00000ef0,,,,,,,
FIELD,,,reg478_f1,[31:22],0,,,,
FIELD,,,reg478_f2,[21:12],0,,,,
FIELD,,,reg478_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg479,0x00000ef8,,,,,,,
FIELD,,,reg479_f1,31,1,,,,
FIELD,,,reg479_f2,30,1,,,,
FIELD,,,reg479_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg480,0x00000f00,,,,,,,
FIELD,,,reg480_f1,[31:30],2'b0,RO,,,
FIELD,,,reg480_f2,29,1,RO,,,
FIELD,,,reg480_f3,28,1,RO,,,
FIELD,,,reg480_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg481,0x00000f08,,,,,,,
FIELD,,,reg481_f1,[31:28],4'b0,,,,
FIELD,,,reg481_f2,27,1'b0,,,,
FIELD,,,reg481_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg482,0x00000f10,,,,,,,
FIELD,,,reg482_f1,[31:30],1'b1,RO,,,
FIELD,,,reg482_f2,[29:15],0,,,,
FIELD,,,reg482_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg483,0x00000f18,,,,,,,
FIELD,,,reg483_f1,[31:16],1'b1,,,,
FIELD,,,reg483_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg484,0x00000f20,,,,,,,
FIELD,,,reg484_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg485,0x00000f28,,,,,,,
FIELD,,,reg485_f1,31,0,,,,
FIELD,,,reg485_f2,[28:26],2,,,,
FIELD,,,reg485_f3,[25:19],83,,,,
FIELD,,,reg485_f4,[18:6],3072,,,,
FIELD,,,reg485_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg486,0x00000f30,,,,,,,
FIELD,,,reg486_f1,31,0,,,,
FIELD,,,reg486_f2,30,1,,,,
FIELD,,,reg486_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg487,0x00000f38,,,,,,,
FIELD,,,reg487_f1,[31:24],0,WO,,,
FIELD,,,reg487_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg488,0x00000f40,,,,,,,
FIELD,,,reg488_f1,[31:22],0,,,,
FIELD,,,reg488_f2,[21:12],0,,,,
FIELD,,,reg488_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg489,0x00000f48,,,,,,,
FIELD,,,reg489_f1,31,1,,,,
FIELD,,,reg489_f2,30,1,,,,
FIELD,,,reg489_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg490,0x00000f50,,,,,,,
FIELD,,,reg490_f1,[31:30],2'b0,RO,,,
FIELD,,,reg490_f2,29,1,RO,,,
FIELD,,,reg490_f3,28,1,RO,,,
FIELD,,,reg490_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg491,0x00000f58,,,,,,,
FIELD,,,reg491_f1,[31:28],4'b0,,,,
FIELD,,,reg491_f2,27,1'b0,,,,
FIELD,,,reg491_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg492,0x00000f60,,,,,,,
FIELD,,,reg492_f1,[31:30],1'b1,RO,,,
FIELD,,,reg492_f2,[29:15],0,,,,
FIELD,,,reg492_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg493,0x00000f68,,,,,,,
FIELD,,,reg493_f1,[31:16],1'b1,,,,
FIELD,,,reg493_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg494,0x00000f70,,,,,,,
FIELD,,,reg494_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg495,0x00000f78,,,,,,,
FIELD,,,reg495_f1,31,0,,,,
FIELD,,,reg495_f2,[28:26],2,,,,
FIELD,,,reg495_f3,[25:19],83,,,,
FIELD,,,reg495_f4,[18:6],3072,,,,
FIELD,,,reg495_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg496,0x00000f80,,,,,,,
FIELD,,,reg496_f1,31,0,,,,
FIELD,,,reg496_f2,30,1,,,,
FIELD,,,reg496_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg497,0x00000f88,,,,,,,
FIELD,,,reg497_f1,[31:24],0,WO,,,
FIELD,,,reg497_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg498,0x00000f90,,,,,,,
FIELD,,,reg498_f1,[31:22],0,,,,
FIELD,,,reg498_f2,[21:12],0,,,,
FIELD,,,reg498_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg499,0x00000f98,,,,,,,
FIELD,,,reg499_f1,31,1,,,,
FIELD,,,reg499_f2,30,1,,,,
FIELD,,,reg499_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg500,0x00000fa0,,,,,,,
FIELD,,,reg500_f1,[31:30],2'b0,RO,,,
FIELD,,,reg500_f2,29,1,RO,,,
FIELD,,,reg500_f3,28,1,RO,,,
FIELD,,,reg500_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg501,0x00000fa8,,,,,,,
FIELD,,,reg501_f1,[31:28],4'b0,,,,
FIELD,,,reg501_f2,27,1'b0,,,,
FIELD,,,reg501_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg502,0x00000fb0,,,,,,,
FIELD,,,reg502_f1,[31:30],1'b1,RO,,,
FIELD,,,reg502_f2,[29:15],0,,,,
FIELD,,,reg502_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg503,0x00000fb8,,,,,,,
FIELD,,,reg503_f1,[31:16],1'b1,,,,
FIELD,,,reg503_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg504,0x00000fc0,,,,,,,
FIELD,,,reg504_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg505,0x00000fc8,,,,,,,
FIELD,,,reg505_f1,31,0,,,,
FIELD,,,reg505_f2,[28:26],2,,,,
FIELD,,,reg505_f3,[25:19],83,,,,
FIELD,,,reg505_f4,[18:6],3072,,,,
FIELD,,,reg505_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg506,0x00000fd0,,,,,,,
FIELD,,,reg506_f1,31,0,,,,
FIELD,,,reg506_f2,30,1,,,,
FIELD,,,reg506_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg507,0x00000fd8,,,,,,,
FIELD,,,reg507_f1,[31:24],0,WO,,,
FIELD,,,reg507_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg508,0x00000fe0,,,,,,,
FIELD,,,reg508_f1,[31:22],0,,,,
FIELD,,,reg508_f2,[21:12],0,,,,
FIELD,,,reg508_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg509,0x00000fe8,,,,,,,
FIELD,,,reg509_f1,31,1,,,,
FIELD,,,reg509_f2,30,1,,,,
FIELD,,,reg509_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg510,0x00000ff0,,,,,,,
FIELD,,,reg510_f1,[31:30],2'b0,RO,,,
FIELD,,,reg510_f2,29,1,RO,,,
FIELD,,,reg510_f3,28,1,RO,,,
FIELD,,,reg510_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg511,0x00000ff8,,,,,,,
FIELD,,,reg511_f1,[31:28],4'b0,,,,
FIELD,,,reg511_f2,27,1'b0,,,,
FIELD,,,reg511_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg512,0x00001000,,,,,,,
FIELD,,,reg512_f1,[31:30],1'b1,RO,,,
FIELD,,,reg512_f2,[29:15],0,,,,
FIELD,,,reg512_f3,[14:0],0,,,,
#,,,,,,,,,
